# Polarization of Light 'Brewsters' Data File Thu, Jan 25, 2018 10:40 AM
# Sensor Position (Degrees)	Light Intensity (Volts)
181.15000	0.09406
181.15000	0.09390
181.15000	0.09776
181.15000	0.09696
181.15000	0.09309
181.15000	0.10388
181.13333	0.11838
181.13333	0.12483
181.13333	0.12322
181.11667	0.13015
181.08333	0.17220
181.00000	0.29384
180.75000	0.49233
180.48333	0.61638
180.33333	0.65295
180.30000	0.65811
180.26667	0.66198
180.23333	0.66681
180.21667	0.66294
180.21667	0.65763
180.20000	0.66069
180.20000	0.65682
180.20000	0.66713
180.20000	0.66327
180.18333	0.66278
180.18333	0.67599
180.18333	0.68453
180.20000	0.68405
180.20000	0.68308
180.20000	0.12821
180.20000	0.68469
180.20000	0.68953
180.20000	0.68276
180.20000	0.68357
180.20000	0.68179
180.20000	0.68099
180.20000	0.68034
180.20000	0.68244
180.21667	0.68598
180.21667	0.68663
180.21667	0.68630
180.21667	0.68582
180.21667	0.68421
180.21667	0.68212
180.21667	0.67986
180.21667	0.65328
180.21667	0.65875
180.21667	0.67148
180.21667	0.67325
180.21667	0.66874
180.21667	0.67325
180.21667	0.66842
180.21667	0.67229
180.23333	0.67035
180.23333	0.66745
180.23333	0.67519
180.23333	0.55935
180.23333	0.08600
180.23333	0.08971
180.23333	0.06135
180.23333	0.00416
180.23333	0.00625
180.23333	0.00770
180.23333	0.00400
180.23333	0.61316
180.23333	0.66391
180.23333	0.10582
180.23333	0.00013
180.23333	0.00271
180.23333	-0.00100
180.23333	0.06296
180.23333	0.60800
180.23333	0.69210
180.23333	0.67809
180.23333	0.66907
180.23333	0.67035
180.23333	0.66165
180.25000	0.66343
180.25000	0.64603
180.23333	0.65972
180.23333	0.66085
180.25000	0.66536
180.25000	0.66810
180.25000	0.66617
180.25000	0.66246
180.25000	0.65569
180.26667	0.58513
180.26667	0.48765
180.26667	0.52229
180.26667	0.49329
180.26667	0.29883
180.26667	0.09680
180.26667	0.09067
180.26667	0.09422
180.26667	0.32332
180.26667	0.54598
180.26667	0.55274
180.26667	0.59753
180.26667	0.64587
180.26667	0.67003
180.26667	0.66923
180.26667	0.66890
180.26667	0.66842
180.26667	0.66697
180.26667	0.67035
180.26667	0.67873
180.26667	0.66987
180.26667	0.64071
180.26667	0.65521
180.26667	0.68067
180.26667	0.68067
180.26667	0.67358
180.26667	0.67390
180.26667	0.64619
180.26667	0.66890
180.26667	0.66907
180.28333	0.67148
180.28333	0.66182
180.28333	0.65553
180.28333	0.65312
180.28333	0.64570
180.28333	0.62992
180.28333	0.61912
180.28333	0.57949
180.28333	0.59173
180.30000	0.61574
180.30000	0.62573
180.30000	0.65086
180.30000	0.67519
180.30000	0.67503
180.30000	0.67390
180.30000	0.65489
180.31667	0.65634
180.31667	0.64168
180.31667	0.60655
180.31667	0.55065
180.31667	0.43352
180.31667	0.19298
180.31667	0.14175
180.33333	0.02011
180.33333	0.01479
180.33333	0.00158
180.33333	0.00335
180.33333	-0.00084
180.33333	-0.00213
180.33333	0.00303
180.35000	0.00335
180.35000	0.15029
180.35000	0.24647
180.35000	0.27611
180.35000	0.29319
180.35000	0.40001
180.35000	0.36376
180.35000	0.10388
180.35000	-0.00052
180.35000	-0.00148
180.35000	0.00013
180.35000	-0.00277
180.35000	-0.00100
180.35000	-0.00019
180.35000	-0.00148
180.35000	-0.00342
180.35000	0.00013
180.36667	-0.00116
180.36667	-0.00100
180.36667	0.00029
180.36667	0.00416
180.36667	0.00818
180.36667	0.20055
180.36667	0.34056
180.36667	0.40565
180.36667	0.60752
180.36667	0.63217
180.36667	0.65521
180.36667	0.67358
180.36667	0.67261
180.36667	0.69017
180.36667	0.69339
180.36667	0.68083
180.36667	0.66697
180.36667	0.58126
180.36667	0.37004
180.36667	0.01914
180.36667	0.00093
180.36667	-0.00035
180.36667	0.00174
180.36667	-0.00164
180.36667	-0.00019
180.36667	0.04266
180.36667	0.06377
180.36667	0.18138
180.36667	0.21505
180.36667	0.59431
180.36667	0.63990
180.36667	0.68759
180.36667	0.67905
180.36667	0.67680
180.36667	0.67197
180.36667	0.65537
180.36667	0.65988
180.36667	0.64425
180.36667	0.61316
180.36667	0.60285
180.38333	0.56918
180.38333	0.49168
180.38333	0.44399
180.38333	0.39179
180.38333	0.30689
180.38333	0.30753
180.40000	0.33025
180.40000	0.40871
180.40000	0.39695
180.40000	0.37616
180.40000	0.32735
180.40000	0.24131
180.40000	0.36311
180.40000	0.59366
180.40000	0.65859
180.40000	0.67084
180.40000	0.67406
180.40000	0.67100
180.40000	0.66810
180.40000	0.66762
180.41667	0.66504
180.41667	0.65650
180.41667	0.65602
180.41667	0.66053
180.41667	0.65585
180.41667	0.65505
180.41667	0.66133
180.41667	0.65940
180.41667	0.65150
180.43333	0.65118
180.43333	0.64619
180.43333	0.64474
180.43333	0.63910
180.43333	0.62814
180.43333	0.61783
180.43333	0.59189
180.45000	0.58931
180.45000	0.50973
180.45000	0.49136
180.45000	0.50022
180.46667	0.51714
180.46667	0.55935
180.46667	0.57401
180.46667	0.59399
180.46667	0.44931
180.46667	0.14497
180.46667	0.02929
180.46667	0.02736
180.48333	0.02671
180.48333	0.03122
180.48333	0.02011
180.48333	0.01044
180.48333	0.00641
180.50000	0.00303
180.50000	0.00383
180.51667	0.00271
180.53333	0.00319
180.55000	0.00110
180.58333	0.00545
180.60000	0.01141
180.63333	0.00980
180.66667	0.02156
180.68333	0.01882
180.70000	0.01769
180.70000	0.00851
180.70000	0.00480
180.71667	0.00335
180.71667	-0.00213
180.71667	-0.00035
180.71667	-0.00084
180.71667	-0.00052
180.73333	0.00158
180.73333	-0.00052
180.73333	-0.00052
180.73333	-0.00197
180.73333	-0.00132
180.73333	-0.00035
180.73333	-0.00052
180.73333	-0.00261
180.73333	-0.00100
180.73333	-0.00309
180.73333	-0.00261
180.73333	-0.00309
180.73333	-0.00132
180.73333	-0.00052
180.73333	-0.00068
180.73333	-0.00100
180.73333	-0.00052
180.73333	0.00029
180.73333	-0.00068
180.73333	-0.00325
180.73333	-0.00487
180.73333	-0.00229
180.73333	-0.00213
180.73333	-0.00052
180.73333	-0.00019
180.73333	-0.00309
180.73333	-0.00035
180.73333	-0.00261
180.73333	0.00126
180.73333	0.00238
180.73333	0.03912
180.73333	0.31075
180.73333	0.44125
180.73333	0.60994
180.73333	0.64055
180.73333	0.62685
180.73333	0.35828
180.73333	0.00190
180.73333	-0.00003
180.73333	-0.00197
180.73333	0.00142
180.73333	-0.00100
180.73333	-0.00213
180.73333	-0.00229
180.73333	-0.00164
180.73333	-0.00019
180.73333	0.00093
180.73333	0.00029
180.73333	0.00222
180.73333	0.00029
180.73333	-0.00035
180.73333	-0.00261
180.73333	-0.00132
180.73333	-0.00148
180.73333	-0.00277
180.73333	-0.00245
180.73333	-0.00325
180.73333	-0.00035
180.73333	-0.00132
180.73333	0.00013
180.73333	-0.00084
180.73333	0.04331
180.73333	0.15979
180.73333	0.35135
180.73333	0.50554
180.73333	0.54485
180.73333	0.61300
180.73333	0.62750
180.73333	0.65392
180.73333	0.65698
180.73333	0.65312
180.73333	0.65553
180.73333	0.64071
180.73333	0.65408
180.73333	0.65295
180.73333	0.65086
180.73333	0.64313
180.73333	0.63491
180.73333	0.63298
180.73333	0.62347
180.73333	0.61364
180.73333	0.61880
180.73333	0.60075
180.73333	0.60704
180.73333	0.60285
180.73333	0.57272
180.73333	0.39856
180.73333	0.23406
180.73333	0.15157
180.75000	0.07327
180.75000	0.09051
180.75000	0.22488
180.75000	0.36730
180.75000	0.36843
180.75000	0.35860
180.75000	0.46236
180.75000	0.62283
180.75000	0.62331
180.75000	0.63910
180.75000	0.64055
180.75000	0.65167
180.75000	0.65376
180.75000	0.65747
180.75000	0.66004
180.75000	0.66053
180.75000	0.66294
180.75000	0.66600
180.75000	0.66085
180.75000	0.65988
180.75000	0.66762
180.75000	0.66794
180.75000	0.66826
180.75000	0.65730
180.75000	0.65553
180.75000	0.65457
180.75000	0.66278
180.75000	0.66294
180.75000	0.65102
180.75000	0.63862
180.76667	0.64071
180.76667	0.64619
180.76667	0.64329
180.76667	0.65988
180.76667	0.65843
180.76667	0.66455
180.78333	0.66681
180.78333	0.66536
180.78333	0.66472
180.80000	0.66665
180.81667	0.66149
180.83333	0.66101
180.85000	0.65956
180.88333	0.66004
180.90000	0.65714
180.91667	0.65924
180.93333	0.66069
180.93333	0.65859
180.95000	0.65827
180.96667	0.65118
180.96667	0.65988
180.98333	0.65537
180.98333	0.65360
181.00000	0.65489
181.00000	0.65022
181.01667	0.65537
181.01667	0.65457
181.01667	0.65859
181.03333	0.64941
181.03333	0.65183
181.03333	0.65408
181.05000	0.65650
181.05000	0.64877
181.06667	0.63829
181.06667	0.63813
181.08333	0.63910
181.10000	0.65344
181.10000	0.65150
181.11667	0.64860
181.11667	0.64732
181.13333	0.62782
181.13333	0.62299
181.13333	0.62975
181.13333	0.62734
181.15000	0.62492
181.15000	0.61735
181.15000	0.61703
181.15000	0.62234
181.15000	0.61638
181.15000	0.56628
181.15000	0.53744
181.15000	0.50038
181.15000	0.64264
181.15000	0.65457
181.15000	0.64345
181.15000	0.63233
181.15000	0.63153
181.15000	0.62363
181.15000	0.59656
181.15000	0.60639
181.15000	0.60688
181.15000	0.59963
181.16667	0.59141
181.16667	0.58899
181.16667	0.58706
181.16667	0.58641
181.16667	0.59366
181.16667	0.61235
181.16667	0.62508
181.16667	0.63974
181.18333	0.64893
181.18333	0.64442
181.18333	0.65295
181.18333	0.65134
181.18333	0.65167
181.18333	0.64377
181.18333	0.65118
181.18333	0.64941
181.18333	0.64135
181.18333	0.63491
181.20000	0.63620
181.20000	0.62895
181.20000	0.63459
181.21667	0.63781
181.21667	0.64329
181.23333	0.64844
181.23333	0.64587
181.25000	0.63684
181.26667	0.62959
181.28333	0.63056
181.30000	0.62540
181.31667	0.62718
181.31667	0.62524
181.33333	0.62847
181.35000	0.63475
181.35000	0.62508
181.36667	0.62524
181.36667	0.62653
181.36667	0.62347
181.38333	0.62508
181.38333	0.62283
181.40000	0.62911
181.40000	0.62702
181.40000	0.62460
181.40000	0.62395
181.41667	0.62734
181.41667	0.62379
181.41667	0.62830
181.41667	0.62943
181.43333	0.62830
181.43333	0.62557
181.43333	0.62041
181.43333	0.61993
181.43333	0.62718
181.45000	0.62782
181.45000	0.62959
181.45000	0.62814
181.45000	0.62428
181.46667	0.62444
181.46667	0.62605
181.46667	0.63314
181.46667	0.63120
181.46667	0.64103
181.48333	0.63491
181.48333	0.64216
181.48333	0.64087
181.50000	0.64200
181.50000	0.63765
181.50000	0.63717
181.51667	0.63314
181.51667	0.62347
181.51667	0.62508
181.53333	0.61912
181.53333	0.62379
181.55000	0.62557
181.56667	0.63056
181.56667	0.62170
181.56667	0.62975
181.58333	0.62847
181.58333	0.62847
181.60000	0.62508
181.60000	0.62476
181.61667	0.62718
181.61667	0.63427
181.61667	0.63443
181.63333	0.63459
181.63333	0.63555
181.63333	0.63153
181.65000	0.63394
181.65000	0.63555
181.65000	0.63120
181.66667	0.63588
181.66667	0.63652
181.66667	0.63443
181.66667	0.63265
181.66667	0.63555
181.68333	0.63652
181.68333	0.63572
181.68333	0.63475
181.68333	0.63588
181.68333	0.63990
181.68333	0.63990
181.68333	0.63749
181.70000	0.63733
181.70000	0.63378
181.70000	0.63410
181.70000	0.63974
181.70000	0.63362
181.71667	0.63539
181.71667	0.63507
181.71667	0.63523
181.73333	0.62830
181.73333	0.62685
181.73333	0.63185
181.75000	0.62637
181.75000	0.63781
181.76667	0.62718
181.76667	0.63314
181.78333	0.62734
181.78333	0.62347
181.80000	0.62621
181.80000	0.62637
181.80000	0.62524
181.81667	0.62476
181.81667	0.61993
181.81667	0.61235
181.83333	0.61767
181.83333	0.61799
181.83333	0.62299
181.83333	0.62299
181.83333	0.62847
181.83333	0.62524
181.83333	0.62782
181.85000	0.63233
181.85000	0.62943
181.85000	0.62605
181.85000	0.62895
181.85000	0.63088
181.85000	0.62766
181.86667	0.63072
181.86667	0.62025
181.86667	0.62653
181.88333	0.62266
181.88333	0.62444
181.88333	0.62218
181.90000	0.61203
181.90000	0.61106
181.90000	0.61590
181.91667	0.61735
181.91667	0.61477
181.91667	0.61493
181.91667	0.61139
181.93333	0.61477
181.93333	0.60623
181.93333	0.60994
181.93333	0.61139
181.93333	0.61300
181.95000	0.61300
181.95000	0.60881
181.95000	0.60559
181.95000	0.60784
181.95000	0.60011
181.95000	0.60269
181.95000	0.60816
181.95000	0.60446
181.95000	0.60091
181.95000	0.61396
181.95000	0.61783
181.95000	0.62895
181.95000	0.62879
181.95000	0.62234
181.95000	0.62637
181.96667	0.61235
181.96667	0.61058
181.96667	0.61187
181.96667	0.61058
181.96667	0.60816
181.96667	0.60526
181.96667	0.61123
181.96667	0.61058
181.96667	0.60269
181.98333	0.60269
181.98333	0.60108
181.98333	0.59930
181.98333	0.56708
182.00000	0.50135
182.00000	0.48765
182.00000	0.48105
182.01667	0.48926
182.01667	0.48733
182.01667	0.51069
182.01667	0.57755
182.01667	0.60124
182.01667	0.60978
182.01667	0.61364
182.03333	0.62009
182.03333	0.62508
182.03333	0.62089
182.03333	0.62669
182.03333	0.62669
182.05000	0.61703
182.05000	0.61767
182.05000	0.61251
182.06667	0.60913
182.06667	0.60671
182.08333	0.60768
182.08333	0.60559
182.10000	0.60317
182.10000	0.60269
182.10000	0.60398
182.11667	0.60317
182.11667	0.60623
182.11667	0.60833
182.13333	0.60414
182.13333	0.60043
182.13333	0.59173
182.13333	0.60172
182.13333	0.59640
182.13333	0.60317
182.13333	0.60752
182.15000	0.60381
182.15000	0.59995
182.15000	0.59898
182.15000	0.60075
182.15000	0.59801
182.15000	0.60639
182.15000	0.61928
182.15000	0.61848
182.15000	0.61880
182.16667	0.61058
182.16667	0.60591
182.16667	0.60349
182.16667	0.60784
182.16667	0.60156
182.18333	0.61042
182.18333	0.61525
182.18333	0.61429
182.18333	0.61203
182.18333	0.61590
182.18333	0.61364
182.20000	0.61864
182.20000	0.61880
182.20000	0.61993
182.20000	0.61960
182.21667	0.62202
182.21667	0.62411
182.21667	0.62331
182.21667	0.61880
182.23333	0.61203
182.23333	0.62105
182.23333	0.61703
182.23333	0.62041
182.23333	0.62009
182.25000	0.61574
182.25000	0.61880
182.25000	0.61848
182.25000	0.61735
182.26667	0.61574
182.26667	0.62041
182.26667	0.61638
182.28333	0.61251
182.28333	0.59995
182.30000	0.60462
182.30000	0.59753
182.30000	0.59318
182.30000	0.59479
182.31667	0.59640
182.31667	0.60301
182.33333	0.59576
182.33333	0.59463
182.33333	0.58980
182.33333	0.60043
182.35000	0.58883
182.35000	0.59673
182.35000	0.59205
182.35000	0.59076
182.35000	0.59511
182.35000	0.58980
182.35000	0.58239
182.35000	0.58867
182.36667	0.58513
182.36667	0.58319
182.36667	0.58029
182.36667	0.58206
182.36667	0.57578
182.36667	0.56531
182.36667	0.55774
182.36667	0.55774
182.36667	0.56885
182.36667	0.59689
182.36667	0.59946
182.36667	0.61139
182.38333	0.61139
182.38333	0.61558
182.38333	0.61815
182.38333	0.61541
182.38333	0.61235
182.38333	0.61090
182.38333	0.61171
182.38333	0.61074
182.38333	0.61123
182.40000	0.60913
182.40000	0.61139
182.40000	0.61445
182.40000	0.60752
182.41667	0.60510
182.41667	0.59946
182.41667	0.60349
182.41667	0.60043
182.41667	0.60140
182.43333	0.59898
182.43333	0.60269
182.43333	0.60526
182.43333	0.60736
182.45000	0.60639
182.45000	0.60478
182.45000	0.61509
182.46667	0.61461
182.46667	0.60011
182.46667	0.59463
182.46667	0.59270
182.46667	0.59673
182.48333	0.58964
182.48333	0.59028
182.48333	0.58883
182.50000	0.58271
182.50000	0.58706
182.50000	0.59109
182.51667	0.58400
182.51667	0.58287
182.51667	0.58061
182.53333	0.58368
182.53333	0.58480
182.53333	0.59205
182.53333	0.59721
182.53333	0.60430
182.53333	0.61300
182.53333	0.60913
182.53333	0.60510
182.53333	0.59914
182.55000	0.60172
182.55000	0.60365
182.55000	0.60317
182.55000	0.60253
182.56667	0.59898
182.56667	0.60140
182.56667	0.60124
182.58333	0.59624
182.58333	0.59882
182.58333	0.60011
182.60000	0.59366
182.60000	0.58625
182.60000	0.57900
182.61667	0.57804
182.61667	0.57546
182.61667	0.57530
182.63333	0.57288
182.63333	0.58529
182.63333	0.58931
182.63333	0.59125
182.65000	0.59189
182.65000	0.59383
182.65000	0.59705
182.65000	0.59656
182.65000	0.59801
182.65000	0.59528
182.66667	0.59640
182.66667	0.59785
182.66667	0.60172
182.68333	0.59882
182.70000	0.59882
182.71667	0.60494
182.71667	0.60430
182.73333	0.60462
182.73333	0.60253
182.75000	0.60929
182.75000	0.60736
182.76667	0.60543
182.76667	0.58867
182.76667	0.58625
182.78333	0.58786
182.78333	0.58513
182.80000	0.58513
182.81667	0.58029
182.81667	0.59076
182.83333	0.57723
182.83333	0.57900
182.85000	0.56837
182.85000	0.54855
182.85000	0.54630
182.86667	0.54549
182.86667	0.55854
182.86667	0.57578
182.86667	0.58867
182.86667	0.58513
182.88333	0.59898
182.88333	0.60430
182.88333	0.59898
182.88333	0.60768
182.88333	0.60591
182.88333	0.60510
182.88333	0.60253
182.90000	0.60800
182.90000	0.60398
182.90000	0.60446
182.91667	0.60639
182.91667	0.60365
182.93333	0.59737
182.93333	0.59560
182.95000	0.59930
182.95000	0.59882
182.95000	0.59946
182.96667	0.59834
182.96667	0.59608
182.96667	0.59447
182.98333	0.59866
182.98333	0.59753
182.98333	0.59576
183.00000	0.59640
183.00000	0.60349
183.00000	0.59769
183.00000	0.59689
183.01667	0.60043
183.01667	0.60172
183.01667	0.58335
183.01667	0.58513
183.03333	0.57546
183.03333	0.58190
183.03333	0.57514
183.05000	0.56853
183.05000	0.56273
183.06667	0.55500
183.06667	0.54243
183.08333	0.49909
183.08333	0.45318
183.10000	0.32026
183.10000	0.23970
183.11667	0.21876
183.11667	0.29367
183.11667	0.45301
183.11667	0.51891
183.13333	0.55580
183.13333	0.57095
183.13333	0.57771
183.13333	0.58561
183.13333	0.59093
183.13333	0.59705
183.13333	0.59689
183.13333	0.59785
183.13333	0.60059
183.13333	0.59801
183.13333	0.59608
183.13333	0.60075
183.13333	0.59511
183.13333	0.58980
183.13333	0.59109
183.13333	0.57997
183.15000	0.54340
183.15000	0.01076
183.15000	-0.00068
183.15000	-0.00100
183.15000	-0.00003
183.15000	-0.00116
183.15000	-0.00019
183.15000	-0.00116
183.15000	-0.00035
183.15000	-0.00003
183.15000	0.00206
183.15000	0.00625
183.15000	0.05539
183.15000	0.17284
183.15000	0.37761
183.15000	0.48588
183.15000	0.54598
183.15000	0.57578
183.16667	0.60172
183.16667	0.59076
183.16667	0.59109
183.16667	0.59656
183.16667	0.59109
183.16667	0.58223
183.16667	0.57465
183.16667	0.56289
183.18333	0.52809
183.18333	0.48201
183.18333	0.35167
183.18333	0.33315
183.18333	0.30302
183.18333	0.16914
183.18333	0.15141
183.20000	0.09744
183.20000	0.08681
183.20000	0.34620
183.20000	0.34571
183.20000	0.43239
183.20000	0.47428
183.20000	0.51214
183.20000	0.51762
183.20000	0.54308
183.20000	0.57063
183.20000	0.57884
183.20000	0.57739
183.20000	0.57836
183.20000	0.57578
183.20000	0.58448
183.20000	0.58287
183.20000	0.59431
183.20000	0.59979
183.20000	0.59608
183.20000	0.59286
183.20000	0.58996
183.21667	0.59125
183.21667	0.59270
183.21667	0.59076
183.21667	0.59254
183.21667	0.58754
183.21667	0.58625
183.21667	0.58142
183.21667	0.58158
183.21667	0.57675
183.21667	0.57788
183.21667	0.58287
183.21667	0.58448
183.21667	0.57933
183.23333	0.57626
183.23333	0.57256
183.23333	0.56257
183.23333	0.55210
183.23333	0.55178
183.23333	0.55161
183.23333	0.56611
183.23333	0.57175
183.23333	0.56918
183.23333	0.56901
183.23333	0.57933
183.23333	0.58658
183.25000	0.58448
183.25000	0.58658
183.25000	0.58722
183.25000	0.58770
183.25000	0.59109
183.25000	0.58819
183.25000	0.58674
183.25000	0.59157
183.25000	0.59254
183.26667	0.57788
183.26667	0.57916
183.26667	0.57111
183.26667	0.55999
183.28333	0.54034
183.28333	0.53711
183.28333	0.53276
183.30000	0.54130
183.30000	0.54018
183.31667	0.53470
183.31667	0.54114
183.31667	0.55419
183.31667	0.57868
183.31667	0.57465
183.31667	0.58351
183.31667	0.58609
183.31667	0.59157
183.31667	0.59318
183.33333	0.59415
183.33333	0.59205
183.33333	0.59238
183.33333	0.58287
183.33333	0.59060
183.35000	0.58964
183.35000	0.59366
183.35000	0.59528
183.35000	0.59221
183.35000	0.58803
183.35000	0.59093
183.35000	0.58996
183.35000	0.59544
183.36667	0.59399
183.36667	0.59721
183.36667	0.59479
183.36667	0.59125
183.36667	0.59012
183.38333	0.58931
183.38333	0.60140
183.38333	0.58529
183.38333	0.58674
183.40000	0.59205
183.40000	0.58690
183.40000	0.58351
183.41667	0.58786
183.41667	0.58819
183.41667	0.59109
183.43333	0.58770
183.43333	0.58851
183.45000	0.58851
183.45000	0.58206
183.46667	0.58448
183.48333	0.58206
183.50000	0.58190
183.51667	0.58239
183.53333	0.58432
183.55000	0.58287
183.58333	0.59028
183.61667	0.58754
183.63333	0.58577
183.66667	0.57498
183.68333	0.57771
183.70000	0.57530
183.73333	0.57304
183.75000	0.57224
183.78333	0.57063
183.78333	0.56901
183.80000	0.57320
183.80000	0.57481
183.80000	0.57626
183.81667	0.58206
183.81667	0.58400
183.81667	0.57868
183.81667	0.57916
183.81667	0.57659
183.81667	0.57723
183.81667	0.57095
183.83333	0.57868
183.83333	0.58851
183.83333	0.57739
183.83333	0.57159
183.85000	0.57288
183.85000	0.57610
183.86667	0.57691
183.86667	0.57594
183.86667	0.57626
183.88333	0.57610
183.88333	0.57046
183.90000	0.58045
183.90000	0.57933
183.90000	0.57771
183.91667	0.57127
183.91667	0.57095
183.93333	0.56257
183.93333	0.56289
183.95000	0.56193
183.95000	0.55919
183.96667	0.56370
183.96667	0.56257
183.96667	0.56531
183.98333	0.56128
183.98333	0.56402
183.98333	0.56064
184.00000	0.56483
184.00000	0.56483
184.00000	0.56241
184.01667	0.56676
184.01667	0.56595
184.03333	0.56370
184.03333	0.56193
184.05000	0.56289
184.05000	0.56579
184.05000	0.56483
184.06667	0.57063
184.06667	0.57191
184.08333	0.57224
184.08333	0.57449
184.10000	0.57546
184.10000	0.57046
184.11667	0.56934
184.11667	0.56708
184.13333	0.56740
184.13333	0.55677
184.13333	0.56321
184.15000	0.56660
184.15000	0.56499
184.15000	0.56321
184.16667	0.56321
184.16667	0.56483
184.16667	0.56628
184.16667	0.55484
184.18333	0.55709
184.18333	0.55919
184.18333	0.55854
184.18333	0.55983
184.20000	0.55693
184.20000	0.55677
184.20000	0.55516
184.21667	0.55194
184.21667	0.55258
184.23333	0.55484
184.23333	0.55419
184.23333	0.57014
184.23333	0.57111
184.25000	0.55951
184.25000	0.55693
184.25000	0.55580
184.25000	0.57143
184.26667	0.55403
184.26667	0.55613
184.26667	0.55645
184.28333	0.55629
184.28333	0.55548
184.30000	0.55049
184.30000	0.54791
184.31667	0.54291
184.33333	0.54388
184.33333	0.54581
184.35000	0.54549
184.35000	0.54823
184.36667	0.55097
184.36667	0.55097
184.38333	0.55274
184.40000	0.55242
184.41667	0.55468
184.41667	0.55274
184.43333	0.55290
184.43333	0.54920
184.45000	0.55097
184.45000	0.54469
184.45000	0.54807
184.45000	0.54404
184.46667	0.54646
184.46667	0.54726
184.46667	0.54598
184.46667	0.54485
184.46667	0.54356
184.46667	0.54340
184.48333	0.54098
184.48333	0.55387
184.48333	0.55548
184.48333	0.55790
184.48333	0.56112
184.48333	0.56080
184.48333	0.56080
184.48333	0.56418
184.48333	0.56660
184.48333	0.56064
184.48333	0.56160
184.50000	0.56112
184.50000	0.56450
184.50000	0.56386
184.51667	0.56483
184.51667	0.55806
184.51667	0.55870
184.51667	0.56225
184.53333	0.55935
184.55000	0.56064
184.55000	0.55645
184.56667	0.55484
184.56667	0.55468
184.58333	0.55451
184.58333	0.56128
184.58333	0.55129
184.58333	0.54404
184.58333	0.49635
184.58333	0.22971
184.58333	0.17445
184.58333	0.05201
184.60000	0.02285
184.60000	0.02865
184.60000	0.01753
184.60000	0.00641
184.60000	-0.00084
184.58333	0.00077
184.58333	-0.00052
184.58333	0.00029
184.58333	0.00077
184.58333	0.00158
184.58333	0.00158
184.58333	0.00142
184.58333	-0.00245
184.58333	0.00013
184.58333	0.00963
184.58333	0.08358
184.58333	0.09631
184.58333	0.13401
184.58333	0.27869
184.60000	0.20990
184.60000	0.31542
184.60000	0.38245
184.60000	0.54743
184.60000	0.55741
184.60000	0.55967
