Polarization of Light 'theta' Data File Tue, Jan 23, 2018 10:01 AM
Sensor Position (Radians)	Light Intensity (Volts)
0.36652	0.29867
0.36652	0.29883
0.36652	0.29835
0.36652	0.30286
0.36652	0.30044
0.36652	0.30076
0.36652	0.30221
0.36652	0.30189
0.36652	0.30141
0.36652	0.30270
0.36652	0.29915
0.36652	0.30254
0.36652	0.30221
0.36652	0.30173
0.37088	0.30769
0.37088	0.31220
0.37088	0.30817
0.37088	0.31269
0.37088	0.30656
0.37088	0.30995
0.37088	0.31027
0.37525	0.32090
0.37525	0.32106
0.37525	0.31655
0.37525	0.31977
0.37525	0.31768
0.37525	0.31961
0.37525	0.32187
0.37525	0.31784
0.37525	0.32010
0.37525	0.31671
0.37525	0.31752
0.37525	0.31478
0.37525	0.31575
0.37525	0.31655
0.37525	0.31542
0.37961	0.32203
0.37961	0.31977
0.37961	0.31752
0.37961	0.31897
0.37961	0.31961
0.37961	0.32155
0.37961	0.32139
0.37961	0.32090
0.37961	0.32187
0.37961	0.32010
0.37961	0.32139
0.37961	0.32058
0.37961	0.32187
0.37961	0.31430
0.37961	0.32139
0.37961	0.32042
0.37961	0.31961
0.38834	0.33476
0.38834	0.33073
0.38834	0.33282
0.38834	0.33476
0.38834	0.33299
0.38834	0.33170
0.38834	0.33105
0.38834	0.33282
0.38834	0.33556
0.38834	0.33025
0.38834	0.33347
0.39706	0.34007
0.40143	0.35119
0.40143	0.35457
0.40143	0.34910
0.40143	0.35022
0.40143	0.35329
0.40143	0.34877
0.40143	0.35538
0.40143	0.34942
0.40143	0.34829
0.40143	0.35361
0.40143	0.35312
0.40143	0.35296
0.40143	0.35119
0.40143	0.35457
0.40143	0.35167
0.40143	0.35361
0.40579	0.36489
0.41015	0.36489
0.41015	0.36408
0.41015	0.36472
0.41015	0.36215
0.41015	0.36456
0.41015	0.36215
0.41015	0.35812
0.41015	0.36344
0.41015	0.36231
0.41015	0.36279
0.41015	0.36376
0.41015	0.36327
0.41015	0.36182
0.41015	0.36247
0.41015	0.36021
0.41015	0.36037
0.41452	0.37214
0.41888	0.38325
0.42324	0.38261
0.42324	0.37777
0.42324	0.37777
0.42324	0.38180
0.42324	0.37874
0.42324	0.38180
0.42324	0.37858
0.42324	0.38245
0.42324	0.37955
0.42324	0.37729
0.42324	0.37874
0.42324	0.38084
0.42324	0.37810
0.42324	0.38019
0.42324	0.38245
0.42324	0.37858
0.42324	0.38084
0.42761	0.39566
0.42761	0.39147
0.42761	0.39260
0.42761	0.39485
0.42761	0.39389
0.42761	0.39066
0.42761	0.39485
0.42761	0.38921
0.42761	0.39002
0.42761	0.38921
0.42761	0.39131
0.43633	0.40243
0.43633	0.40307
0.43633	0.40130
0.43633	0.39953
0.43633	0.39953
0.43633	0.39469
0.43633	0.39518
0.43633	0.40291
0.43633	0.40226
0.43633	0.40339
0.43633	0.40259
0.43633	0.40194
0.43633	0.40033
0.43633	0.40323
0.43633	0.40081
0.43633	0.40500
0.43633	0.40033
0.43633	0.40420
0.43633	0.40371
0.43633	0.40130
0.43633	0.39743
0.43633	0.40162
0.43633	0.40388
0.43633	0.40516
0.43633	0.40226
0.43633	0.39888
0.43633	0.40339
0.43633	0.40017
0.43633	0.40661
0.43633	0.40420
0.43633	0.40355
0.43633	0.39743
0.43633	0.40388
0.43633	0.40065
0.43633	0.40081
0.43633	0.40033
0.43633	0.40098
0.43633	0.40339
0.43633	0.39936
0.43633	0.40388
0.43633	0.40339
0.43633	0.40436
0.43633	0.40452
0.43633	0.40581
0.43633	0.40436
0.43633	0.40404
0.43633	0.40259
0.43633	0.39856
0.43633	0.40355
0.43633	0.40339
0.43633	0.40065
0.43633	0.40226
0.43633	0.40130
0.43633	0.39663
0.43633	0.39904
0.44942	0.41129
0.44942	0.41870
0.44942	0.41966
0.44942	0.41354
0.44942	0.41886
0.44942	0.42063
0.44942	0.42079
0.44942	0.42047
0.44942	0.41950
0.44942	0.41983
0.44942	0.41886
0.44942	0.41258
0.44942	0.41854
0.44942	0.41241
0.44942	0.41693
0.44942	0.41709
0.44942	0.41838
0.44942	0.41628
0.45379	0.42305
0.45379	0.42724
0.45379	0.42595
0.45379	0.42482
0.45379	0.42691
0.45379	0.42836
0.45379	0.42514
0.45379	0.42675
0.45379	0.42643
0.45379	0.42385
0.45379	0.42627
0.45379	0.42047
0.45379	0.42111
0.45379	0.42095
0.45379	0.42144
0.45379	0.42627
0.45379	0.42321
0.46251	0.43964
0.46688	0.44528
0.46688	0.44093
0.46688	0.44560
0.46688	0.44190
0.46688	0.44351
0.46688	0.44528
0.46688	0.44496
0.46688	0.44286
0.46688	0.44222
0.46688	0.44254
0.46688	0.44045
0.46688	0.44286
0.46688	0.44351
0.46688	0.43674
0.46688	0.44158
0.47124	0.45253
0.47997	0.46059
0.47997	0.46542
0.47997	0.46333
0.47997	0.46365
0.47997	0.46091
0.47997	0.46349
0.47997	0.46510
0.47997	0.46558
0.47997	0.46445
0.47997	0.46639
0.47997	0.46429
0.47997	0.46494
0.47997	0.46510
0.47997	0.46349
0.47997	0.46220
0.47997	0.45946
0.47997	0.46574
0.47997	0.46639
0.48869	0.47170
0.49306	0.48105
0.49306	0.47589
0.49306	0.48105
0.49306	0.47863
0.49306	0.47766
0.49306	0.47718
0.49306	0.47863
0.49306	0.47815
0.49306	0.48105
0.49306	0.47734
0.49306	0.47992
0.49306	0.47879
0.49306	0.47541
0.49306	0.47541
0.49306	0.47960
0.49306	0.47847
0.49306	0.47895
0.49306	0.47396
0.49306	0.48024
0.49742	0.49023
0.49742	0.48862
0.49742	0.48717
0.49742	0.48282
0.49742	0.48798
0.49742	0.48653
0.49742	0.48814
0.49742	0.48959
0.49742	0.49071
0.49742	0.48862
0.49742	0.48959
0.49742	0.48636
0.49742	0.48701
0.50615	0.49378
0.51487	0.50666
0.52360	0.51101
0.52360	0.51295
0.52360	0.52374
0.52360	0.51939
0.52360	0.51843
0.52360	0.51746
0.52360	0.51988
0.52360	0.51553
0.52360	0.51826
0.52360	0.51665
0.52360	0.51520
0.52360	0.51504
0.52360	0.51875
0.52360	0.51988
0.52360	0.51617
0.52360	0.52004
0.52360	0.51327
0.52360	0.51810
0.52360	0.51891
0.52360	0.51472
0.50615	0.49635
0.50178	0.48862
0.50178	0.49055
0.50178	0.49088
0.50178	0.48798
0.50178	0.48959
0.50178	0.48910
0.50178	0.48781
0.50178	0.49104
0.50178	0.48556
0.50178	0.49039
0.50178	0.48540
0.50178	0.48975
0.50178	0.49184
0.50178	0.48669
0.50178	0.48733
0.50178	0.48798
0.51051	0.49990
0.51924	0.51504
0.51924	0.51553
0.51924	0.51762
0.51924	0.51569
0.52360	0.51939
0.52360	0.51843
0.52360	0.51488
0.52360	0.51279
0.52360	0.51891
0.52360	0.52052
0.52360	0.51488
0.53233	0.52825
0.53669	0.53776
0.54105	0.53711
0.54105	0.54195
0.54105	0.54163
0.54105	0.54275
0.54105	0.53921
0.54105	0.54066
0.54105	0.54259
0.54105	0.54114
0.54105	0.54114
0.54105	0.54404
0.54105	0.53889
0.54105	0.54018
0.54105	0.53969
0.54105	0.54163
