# Chart Recorder Data File Thu, Mar 15, 2018 10:24 AM
# CH1 (V)  	CH2 (V)  
0.109306641	0.009277344
0.202998047	0.009765625
0.312304688	0.009277344
0.421611328	0.010253906
0.546533203	0.010253906
0.655839844	0.010253906
0.780761719	0.010253906
0.905683594	0.010253906
1.030605469	0.010742187
1.139912109	0.010253906
1.264833984	0.010742187
1.374140625	0.010742187
1.499062500	0.011230469
1.608369141	0.011230469
1.733291016	0.011718750
1.842597656	0.012207031
1.967519531	0.012207031
2.076826172	0.012207031
2.217363281	0.012207031
2.326669922	0.012695312
2.435976563	0.012695312
2.560898438	0.012207031
2.670205078	0.013183594
2.795126953	0.013183594
2.920048828	0.013183594
3.029355469	0.013183594
3.154277344	0.013671875
3.263583984	0.013671875
3.388505859	0.013671875
3.497812500	0.014160156
3.622734375	0.015136719
3.747656250	0.014648437
3.872578125	0.015136719
3.966269531	0.015136719
4.091191406	0.015625000
4.200498047	0.015625000
4.325419922	0.016601562
4.434726562	0.016601562
4.559648437	0.017089844
4.668955078	0.017578125
4.793876953	0.018066406
4.903183594	0.018554687
5.043720703	0.019531250
5.153027344	0.020019531
5.262333984	0.020019531
5.387255859	0.020996094
5.496562500	0.021484375
5.621484375	0.021972656
5.746406250	0.022949219
5.855712891	0.023437500
5.980634766	0.024414062
6.089941406	0.024902344
6.214863281	0.025878906
6.324169922	0.026367187
6.449091797	0.027832031
6.558398438	0.028320312
6.683320313	0.029296875
6.808242188	0.029296875
6.917548828	0.030273437
7.026855469	0.031250000
7.151777344	0.032226562
7.276699219	0.032714844
7.401621094	0.033203125
7.510927734	0.034179687
7.651464844	0.035156250
7.760771484	0.035156250
7.870078125	0.036132812
7.963769531	0.036132812
8.088691406	0.036132812
8.197998047	0.036621094
8.322919922	0.037597656
8.432226563	0.037597656
8.557148438	0.038085937
8.682070313	0.038574219
8.806992188	0.039062500
8.916298828	0.039062500
9.025605469	0.040039062
9.150527344	0.040039062
9.275449219	0.040039062
9.400371094	0.041015625
9.509677734	0.041503906
9.618984375	0.041992187
9.743906250	0.042968750
9.868828125	0.043457031
9.978134766	0.043945312
10.087441406	0.044921875
10.227978516	0.045898437
10.337285156	0.046875000
10.446591797	0.047851562
10.571513672	0.049316406
10.696435547	0.050292969
10.805742187	0.051269531
10.930664062	0.052734375
11.039970703	0.054687500
11.164892578	0.055664062
11.274199219	0.057128906
11.399121094	0.058593750
11.524042969	0.059570312
11.648964844	0.061523437
11.758271484	0.062011719
11.883193359	0.063964844
11.976884766	0.063964844
12.101806641	0.064941406
12.195498047	0.065429687
12.336035156	0.065429687
12.445341797	0.066406250
12.570263672	0.066894531
12.679570312	0.066894531
12.804492187	0.066894531
12.913798828	0.067382812
13.038720703	0.067382812
13.163642578	0.067382812
13.272949219	0.067382812
13.382255859	0.067382812
13.507177734	0.067382812
13.632099609	0.067382812
13.757021484	0.067382812
13.866328125	0.067382812
13.991250000	0.067871094
14.100556641	0.067382812
14.225478516	0.068359375
14.334785156	0.068359375
14.459707031	0.067871094
14.569013672	0.068359375
14.693935547	0.068847656
14.803242188	0.069335937
14.943779297	0.070312500
15.053085938	0.071289062
15.162392578	0.072753906
15.287314453	0.073730469
15.412236328	0.075195312
15.521542969	0.076660156
15.646464844	0.078125000
15.755771484	0.079589844
15.880693359	0.081542969
15.974384766	0.083007812
16.099306641	0.085449219
16.208613281	0.086914062
16.333535156	0.089355469
16.442841797	0.091308594
16.567763672	0.092773437
16.677070312	0.093750000
16.801992187	0.095214844
16.911298828	0.095703125
17.051835937	0.096679687
17.161142578	0.097167969
17.286064453	0.097167969
17.379755859	0.096679687
17.520292969	0.097656250
17.629599609	0.097656250
17.754521484	0.097167969
17.863828125	0.096679687
17.988750000	0.096191406
18.098056641	0.095214844
18.222978516	0.095214844
18.332285156	0.094726562
18.457207031	0.093750000
18.566513672	0.093261719
18.691435547	0.092773437
18.816357422	0.092773437
18.925664063	0.092285156
19.050585937	0.091796875
19.175507813	0.091796875
19.284814453	0.091308594
19.409736328	0.092285156
19.519042969	0.092285156
19.643964844	0.092773437
19.753271484	0.093261719
19.878193359	0.093750000
19.971884766	0.095214844
20.081191406	0.096191406
20.221728516	0.097167969
20.331035156	0.098144531
20.455957031	0.100097656
20.565263672	0.102050781
20.690185547	0.103515625
20.815107422	0.105957031
20.908798828	0.107421875
21.033720703	0.110351562
21.158642578	0.112792969
21.283564453	0.115234375
21.408486328	0.117187500
21.517792969	0.119628906
21.627099609	0.121093750
21.752021484	0.122558594
21.861328125	0.123535156
22.001865234	0.124511719
22.095556641	0.125000000
22.220478516	0.125976562
22.329785156	0.125488281
22.454707031	0.125000000
22.564013672	0.125000000
22.704550781	0.124023437
22.813857422	0.123535156
22.938779297	0.122070312
23.048085937	0.121093750
23.173007812	0.120117187
23.297929687	0.119140625
23.407236328	0.118164062
23.532158203	0.116210937
23.657080078	0.115722656
23.766386719	0.114746094
23.875693359	0.113769531
23.985000000	0.113769531
24.109921875	0.112792969
24.219228516	0.111816406
24.328535156	0.112304687
24.437841797	0.111816406
24.578378906	0.111328125
24.687685547	0.111816406
24.812607422	0.112304687
24.921914063	0.113281250
25.046835937	0.114257812
25.171757813	0.114746094
25.296679687	0.116210937
25.390371094	0.118164062
25.515292969	0.119628906
25.640214844	0.121582031
25.749521484	0.123535156
25.874443359	0.125976562
25.999365234	0.128417969
26.093056641	0.130371094
26.233593750	0.133300781
26.342900391	0.135742187
26.467822266	0.137695312
26.577128906	0.139648437
26.702050781	0.142578125
26.826972656	0.144042969
26.936279297	0.145507812
27.061201172	0.146484375
27.186123047	0.147460937
27.295429688	0.147949219
27.404736328	0.148437500
27.545273438	0.147949219
27.638964844	0.147949219
27.763886719	0.147460937
27.873193359	0.146484375
27.982500000	0.145019531
28.107421875	0.144042969
28.216728516	0.143066406
28.326035156	0.141113281
