Chart Recorder Data File Thu, Mar 15, 2018 10:23 AM
CH1 (V)  	CH2 (V)  
-0.546533203	-0.016113281
-0.390380859	-0.015136719
-0.140537109	-0.013671875
-0.390380859	-0.012695312
-0.562148437	-0.012207031
-0.374765625	-0.011230469
-0.562148437	-0.011230469
-0.374765625	-0.007324219
-0.562148437	-0.006347656
-0.374765625	-0.048828125
-0.109306641	-0.039550781
-0.374765625	-0.037597656
-0.109306641	-0.035156250
-0.359150391	-0.034179687
-0.577763672	-0.032226562
-0.468457031	-0.030273437
-0.359150391	-0.029296875
-0.234228516	-0.027832031
-0.109306641	-0.026855469
-0.000000000	-0.025390625
0.124921875	-0.023925781
0.234228516	-0.023437500
0.359150391	-0.022460937
0.468457031	-0.021484375
0.608994141	-0.020019531
0.718300781	-0.018554687
0.827607422	-0.017578125
0.952529297	-0.016601562
1.061835937	-0.015625000
1.186757813	-0.014648437
1.311679688	-0.013671875
1.436601562	-0.012695312
1.545908203	-0.012207031
1.670830078	-0.010742187
1.795751953	-0.010253906
1.905058594	-0.009277344
2.029980469	-0.008300781
2.139287109	-0.007324219
2.248593750	-0.006347656
2.373515625	-0.005859375
2.498437500	-0.004882812
2.623359375	-0.003906250
2.732666016	-0.003417969
2.841972656	-0.002929687
2.951279297	-0.001953125
3.076201172	-0.001464844
3.201123047	-0.000488281
3.326044922	0.000000000
3.450966797	0.000976562
3.544658203	0.001464844
3.669580078	0.001953125
3.794501953	0.002929687
3.919423828	0.003906250
4.013115234	0.003906250
4.138037109	0.004882812
4.247343750	0.005371094
4.356650391	0.006347656
4.481572266	0.006835937
4.606494141	0.007324219
4.731416016	0.007812500
4.840722656	0.008789062
4.965644531	0.009277344
5.074951172	0.009765625
5.199873047	0.010742187
5.324794922	0.011718750
5.434101562	0.012207031
5.559023437	0.012695312
5.683945312	0.013671875
5.793251953	0.014648437
5.902558594	0.015625000
6.027480469	0.015625000
6.136787109	0.017089844
6.261708984	0.018066406
6.386630859	0.019042969
6.495937500	0.020019531
6.620859375	0.020996094
6.745781250	0.021972656
6.855087891	0.022460937
6.964394531	0.023925781
7.089316406	0.024414062
7.214238281	0.025390625
7.339160156	0.026855469
7.448466797	0.027343750
7.557773437	0.027832031
7.698310547	0.028808594
7.807617187	0.029296875
7.901308594	0.032714844
8.010615234	0.130371094
8.135537109	0.126953125
8.260458984	0.123535156
8.369765625	0.120605469
8.494687500	0.117187500
8.603994141	0.114257812
8.728916016	0.111816406
8.853837891	0.109375000
8.963144531	0.106445312
9.088066406	0.104492187
9.212988281	0.101562500
9.322294922	0.100097656
9.447216797	0.097656250
9.556523437	0.096191406
9.681445312	0.094238281
9.806367187	0.093261719
9.915673828	0.091308594
10.024980469	0.090332031
10.149902344	0.088867187
10.274824219	0.087890625
10.384130859	0.086914062
10.509052734	0.085937500
10.618359375	0.085449219
10.743281250	0.084960937
10.868203125	0.084472656
10.961894531	0.084472656
11.102431641	0.083984375
11.211738281	0.083984375
11.352275391	0.084472656
11.461582031	0.084472656
11.570888672	0.083984375
11.680195313	0.083984375
11.805117188	0.083984375
11.914423828	0.083984375
12.023730469	0.083496094
12.148652344	0.083496094
12.257958984	0.083007812
12.367265625	0.082519531
12.492187500	0.082031250
12.617109375	0.081542969
12.742031250	0.081054687
12.851337891	0.080566406
12.976259766	0.080078125
13.085566406	0.079589844
13.210488281	0.079101562
13.319794922	0.078613281
13.444716797	0.078125000
13.569638672	0.077636719
13.678945312	0.076660156
13.803867187	0.076660156
13.913173828	0.076171875
14.038095703	0.076171875
14.163017578	0.075683594
14.272324219	0.075195312
14.397246094	0.075683594
14.506552734	0.075683594
14.631474609	0.075683594
14.740781250	0.076171875
14.865703125	0.076171875
14.990625000	0.077636719
15.099931641	0.078125000
15.224853516	0.078613281
15.334160156	0.079101562
15.459082031	0.080566406
15.584003906	0.081542969
15.693310547	0.083007812
15.818232422	0.083984375
15.927539062	0.085449219
16.021230469	0.087402344
16.146152344	0.089355469
16.255458984	0.090820312
16.380380859	0.092285156
16.505302734	0.093750000
16.630224609	0.095214844
16.739531250	0.096191406
16.864453125	0.096679687
16.973759766	0.097656250
17.098681641	0.097656250
17.223603516	0.098144531
17.348525391	0.098632812
17.442216797	0.097656250
17.567138672	0.097656250
17.676445313	0.097167969
17.816982422	0.096679687
17.926289063	0.095703125
18.035595703	0.095214844
18.160517578	0.094726562
18.269824219	0.094238281
18.394746094	0.093750000
18.504052734	0.092773437
18.628974609	0.092285156
18.753896484	0.091796875
18.863203125	0.091796875
18.988125000	0.091796875
19.097431641	0.090820312
19.222353516	0.090820312
19.347275391	0.090820312
19.456582031	0.091308594
19.581503906	0.091796875
19.706425781	0.092285156
19.815732422	0.092285156
19.909423828	0.093750000
20.034345703	0.094726562
20.143652344	0.095214844
20.268574219	0.097167969
20.393496094	0.098144531
20.502802734	0.099609375
20.627724609	0.101562500
20.737031250	0.103515625
20.861953125	0.105468750
20.971259766	0.107910156
21.111796875	0.110351562
21.221103516	0.112304687
21.330410156	0.114257812
21.455332031	0.116699219
21.564638672	0.118164062
21.689560547	0.120117187
21.798867188	0.121582031
21.923789062	0.122070312
22.048710938	0.123535156
22.158017578	0.123535156
22.282939453	0.124511719
22.407861328	0.124023437
22.501552734	0.123046875
22.626474609	0.123046875
22.751396484	0.122070312
22.860703125	0.121582031
22.970009766	0.120605469
23.110546875	0.119140625
23.235468750	0.118164062
23.344775391	0.116699219
23.454082031	0.116210937
23.579003906	0.115234375
23.703925781	0.113769531
23.813232422	0.112792969
23.922539063	0.112304687
24.031845703	0.111328125
24.141152344	0.110839844
24.266074219	0.110839844
24.406611328	0.111328125
24.515917969	0.110839844
24.625224609	0.110839844
24.734531250	0.111328125
24.875068359	0.111816406
24.984375000	0.112304687
25.093681641	0.113281250
25.218603516	0.114257812
25.327910156	0.115722656
25.452832031	0.117187500
25.562138672	0.119140625
25.687060547	0.115722656
25.811982422	0.280761719
25.921289062	0.275878906
26.046210937	0.269042969
26.171132812	0.263183594
26.280439453	0.257324219
26.405361328	0.252929687
26.514667969	0.248046875
26.639589844	0.244140625
26.748896484	0.239746094
26.858203125	0.236328125
26.983125000	0.232910156
27.108046875	0.229003906
27.217353516	0.225585937
27.342275391	0.222167969
27.451582031	0.218750000
27.576503906	0.215332031
27.701425781	0.211425781
27.810732422	0.208007812
27.904423828	0.204101562
28.029345703	0.200195312
28.154267578	0.196289062
28.263574219	0.192871094
28.372880859	0.189453125
28.497802734	0.185058594
28.622724609	0.181640625
28.732031250	0.177734375
28.856953125	0.174804687
28.966259766	0.171875000
29.091181641	0.168457031
29.216103516	0.165527344
29.325410156	0.162597656
29.450332031	0.160156250
29.559638672	0.158691406
29.684560547	0.157226562
29.809482422	0.155273437
29.918789063	0.153808594
30.043710937	0.152832031
30.168632813	0.152832031
30.293554687	0.152343750
30.402861328	0.151855469
30.512167969	0.151855469
30.637089844	0.152343750
30.746396484	0.153320312
30.762011719	0.153808594
30.746396484	0.154296875
30.746396484	0.155273437
30.746396484	0.155273437
