# Chart Recorder Data File Thu, Mar 15, 2018 10:18 AM
# CH1 (V)  	CH2 (V)  
-0.608994141	0.010253906
-0.437226562	0.010253906
-0.062460938	0.010253906
-0.499687500	0.009765625
-0.405996094	0.009277344
-0.281074219	0.009765625
-0.171767578	0.009765625
-0.046845703	0.009277344
0.062460938	0.010253906
0.187382812	0.010253906
0.296689453	0.007324219
0.421611328	0.008300781
0.530917969	0.007812500
0.655839844	0.008300781
0.765146484	0.009277344
0.905683594	0.009277344
1.014990234	0.009765625
1.139912109	0.009765625
1.249218750	0.010253906
1.374140625	0.010742187
1.499062500	0.010742187
1.623984375	0.011230469
1.717675781	0.010253906
1.842597656	0.010742187
1.951904297	0.010742187
2.092441406	0.011230469
2.201748047	0.011230469
2.326669922	0.011230469
2.435976563	0.011718750
2.545283203	0.012207031
2.670205078	0.011718750
2.795126953	0.012207031
2.904433594	0.012695312
3.029355469	0.012695312
3.138662109	0.013183594
3.279199219	0.013671875
3.388505859	0.013671875
3.497812500	0.014160156
3.622734375	0.014648437
3.732041016	0.014648437
3.856962891	0.014648437
3.966269531	0.015625000
4.075576172	0.015625000
4.200498047	0.016113281
4.309804687	0.016113281
4.434726562	0.017089844
4.559648437	0.017089844
4.684570312	0.017578125
4.778261719	0.018066406
4.903183594	0.019042969
5.028105469	0.019531250
5.153027344	0.020019531
5.262333984	0.023437500
5.387255859	0.024414062
5.496562500	0.024414062
5.621484375	0.025390625
5.730791016	0.025878906
5.855712891	0.026855469
5.965019531	0.027343750
6.089941406	0.027832031
6.214863281	0.028808594
6.339785156	0.029296875
6.449091797	0.030761719
6.574013672	0.031738281
6.683320313	0.032226562
6.808242188	0.033203125
6.917548828	0.033691406
7.042470703	0.034667969
7.151777344	0.035156250
7.276699219	0.038085937
7.401621094	0.091796875
7.510927734	0.090332031
7.620234375	0.087890625
7.760771484	0.086425781
7.870078125	0.084960937
7.963769531	0.083984375
8.088691406	0.083007812
8.213613281	0.081542969
8.322919922	0.080078125
8.432226563	0.079589844
8.557148438	0.077636719
8.682070313	0.077148437
8.791376953	0.076171875
8.916298828	0.074707031
9.025605469	0.074218750
9.150527344	0.072753906
9.275449219	0.072265625
9.400371094	0.071777344
9.509677734	0.071289062
9.634599609	0.071289062
9.743906250	0.070800781
9.868828125	0.070312500
9.978134766	0.070312500
10.103056641	0.070312500
10.212363281	0.070312500
10.337285156	0.070312500
10.446591797	0.070800781
10.587128906	0.070800781
10.696435547	0.071289062
10.821357422	0.071777344
10.930664062	0.073242187
11.039970703	0.073730469
11.164892578	0.074707031
11.289814453	0.076171875
11.399121094	0.077148437
11.524042969	0.077636719
11.633349609	0.078125000
11.758271484	0.079101562
11.883193359	0.079589844
11.976884766	0.079589844
12.086191406	0.080078125
12.211113281	0.080566406
12.336035156	0.080566406
12.445341797	0.080566406
12.570263672	0.080566406
12.695185547	0.080078125
12.804492187	0.080078125
12.929414062	0.080078125
13.038720703	0.079589844
13.163642578	0.079589844
13.288564453	0.079101562
13.397871094	0.079101562
13.507177734	0.079101562
13.632099609	0.078613281
13.757021484	0.078613281
13.866328125	0.078613281
13.991250000	0.078125000
14.116171875	0.078613281
14.225478516	0.078613281
14.350400391	0.078613281
14.459707031	0.078613281
14.569013672	0.079101562
14.693935547	0.078613281
14.818857422	0.077148437
14.928164063	0.073730469
15.068701172	0.074707031
15.162392578	0.075683594
15.287314453	0.077148437
15.412236328	0.079101562
15.537158203	0.081054687
15.646464844	0.082519531
15.771386719	0.084960937
15.880693359	0.086425781
15.990000000	0.089355469
16.099306641	0.091308594
16.224228516	0.093750000
16.333535156	0.096191406
16.458457031	0.098632812
16.567763672	0.099609375
16.692685547	0.101562500
16.801992187	0.103027344
16.926914062	0.104003906
17.036220703	0.104492187
17.176757812	0.107910156
17.286064453	0.123535156
17.410986328	0.167968750
17.520292969	0.165039062
17.645214844	0.161621094
17.754521484	0.158691406
17.879443359	0.155761719
17.988750000	0.152343750
18.113671875	0.149414062
18.238593750	0.146972656
18.347900391	0.144042969
18.472822266	0.141113281
18.597744141	0.138671875
18.691435547	0.136718750
18.831972656	0.134277344
18.941279297	0.132324219
19.066201172	0.130371094
19.175507813	0.128906250
19.300429687	0.127441406
19.409736328	0.125976562
19.534658203	0.125000000
19.643964844	0.123535156
19.768886719	0.123535156
19.878193359	0.122558594
19.987500000	0.122558594
20.112421875	0.123046875
20.221728516	0.123535156
20.346650391	0.123535156
20.471572266	0.124511719
20.580878906	0.125000000
20.705800781	0.126464844
20.815107422	0.127929687
20.940029297	0.129882812
21.049335938	0.130859375
21.174257812	0.133300781
21.299179688	0.135253906
21.408486328	0.137207031
21.517792969	0.138671875
21.642714844	0.140136719
21.767636719	0.141113281
21.876943359	0.142578125
22.001865234	0.143066406
22.111171875	0.143066406
22.236093750	0.143066406
22.361015625	0.142578125
22.470322266	0.142089844
22.595244141	0.141113281
22.704550781	0.140136719
22.829472656	0.138671875
22.938779297	0.137207031
23.063701172	0.136230469
23.173007812	0.133789062
23.297929687	0.133300781
23.422851562	0.131347656
23.532158203	0.129882812
23.657080078	0.128417969
23.766386719	0.127929687
23.891308594	0.126464844
23.985000000	0.125000000
24.094306641	0.124511719
24.219228516	0.123535156
24.344150391	0.123046875
24.453457031	0.123046875
24.578378906	0.122558594
24.703300781	0.123046875
24.812607422	0.123046875
24.937529297	0.124023437
25.046835937	0.124023437
25.187373047	0.125488281
25.296679687	0.126464844
25.405986328	0.127929687
25.530908203	0.129882812
25.655830078	0.131347656
25.765136719	0.133789062
25.890058594	0.136230469
25.999365234	0.137695312
26.124287109	0.141113281
26.233593750	0.143554687
26.342900391	0.145996094
26.467822266	0.148437500
26.592744141	0.151367187
26.702050781	0.153320312
26.826972656	0.155273437
26.936279297	0.156738281
27.061201172	0.158203125
27.186123047	0.159179687
27.311044922	0.160156250
27.404736328	0.159667969
27.545273438	0.160156250
27.654580078	0.159179687
27.779501953	0.158691406
27.873193359	0.157714844
27.998115234	0.156738281
28.107421875	0.155273437
28.232343750	0.153808594
28.341650391	0.151855469
28.466572266	0.150390625
28.575878906	0.148437500
28.700800781	0.147460937
28.810107422	0.145996094
28.950644531	0.144531250
29.059951172	0.143066406
29.184873047	0.142089844
29.294179687	0.141113281
29.419101562	0.140136719
29.528408203	0.139160156
29.653330078	0.139160156
29.778251953	0.139160156
29.887558594	0.138671875
30.012480469	0.139160156
30.121787109	0.140136719
30.246708984	0.140625000
30.356015625	0.141601562
30.465322266	0.143066406
30.590244141	0.144531250
30.715166016	0.146484375
30.730781250	0.148437500
30.746396484	0.149902344
30.746396484	0.151855469
30.746396484	0.152832031
30.730781250	0.154296875
30.746396484	0.155761719
30.730781250	0.156738281
30.746396484	0.157714844
30.746396484	0.159179687
30.746396484	0.159667969
30.746396484	0.160644531
30.746396484	0.161621094
30.746396484	0.162109375
30.746396484	0.162597656
30.746396484	0.163085937
30.730781250	0.163574219
30.730781250	0.164062500
30.730781250	0.164062500
30.730781250	0.165039062
30.746396484	0.165527344
30.730781250	0.166015625
30.730781250	0.166503906
30.730781250	0.285156250
30.730781250	0.277832031
30.730781250	0.270996094
30.746396484	0.264648437
30.730781250	0.258789062
30.746396484	0.253906250
30.730781250	0.248046875
30.746396484	0.243164062
30.730781250	0.238281250
30.746396484	0.234375000
30.730781250	0.230468750
30.746396484	0.226562500
30.730781250	0.222656250
30.730781250	0.219238281
30.715166016	0.216308594
30.730781250	0.213378906
30.730781250	0.210449219
30.730781250	0.208007812
30.715166016	0.205566406
30.715166016	0.203125000
30.715166016	0.199707031
30.730781250	0.199218750
30.715166016	0.197265625
30.730781250	0.195312500
30.715166016	0.193359375
30.730781250	0.192382812
30.730781250	0.190917969
30.730781250	0.189453125
30.730781250	0.187500000
30.730781250	0.186523437
30.730781250	0.185546875
30.730781250	0.184570312
30.730781250	0.183593750
30.730781250	0.182617187
30.730781250	0.181640625
30.715166016	0.180175781
30.715166016	0.179687500
30.730781250	0.179199219
30.715166016	0.178222656
30.730781250	0.177734375
30.715166016	0.177246094
30.730781250	0.176757812
30.715166016	0.176269531
30.715166016	0.175292969
30.715166016	0.175781250
30.730781250	0.174804687
30.715166016	0.174316406
30.715166016	0.173828125
30.715166016	0.173828125
30.715166016	0.173339844
30.715166016	0.172851562
30.715166016	0.172851562
30.715166016	0.172363281
30.730781250	0.172363281
30.715166016	0.171875000
30.730781250	0.171386719
30.730781250	0.171386719
30.730781250	0.170898437
30.715166016	0.170898437
30.715166016	0.170410156
30.715166016	0.170410156
