Chart Recorder Data File Thu, Mar 15, 2018 10:16 AM
CH1 (V)  	CH2 (V)  
-0.296689453	0.048339844
-0.562148437	0.046386719
-0.296689453	0.044921875
-0.577763672	0.043457031
0.187382812	0.042968750
0.281074219	0.041015625
0.405996094	0.051757812
0.530917969	0.043457031
0.640224609	0.077148437
0.765146484	0.087890625
0.890068359	0.084960937
0.999375000	0.081542969
1.108681641	0.079101562
1.233603516	0.076660156
1.342910156	0.074707031
1.467832031	0.071777344
1.592753906	0.070312500
1.702060547	0.067871094
1.826982422	0.066406250
1.951904297	0.064453125
2.061210937	0.062988281
2.186132812	0.061035156
2.295439453	0.059082031
2.435976563	0.057128906
2.529667969	0.056152344
2.670205078	0.054687500
2.763896484	0.053222656
2.888818359	0.051757812
3.013740234	0.050781250
3.138662109	0.049804687
3.247968750	0.049316406
3.372890625	0.047363281
3.482197266	0.046875000
3.607119141	0.045410156
3.716425781	0.044921875
3.841347656	0.043457031
3.950654297	0.042968750
4.059960937	0.041992187
4.169267578	0.041503906
4.294189453	0.041015625
4.419111328	0.040039062
4.528417969	0.039062500
4.653339844	0.039062500
4.778261719	0.038574219
4.887568359	0.038574219
5.012490234	0.038085937
5.121796875	0.037597656
5.246718750	0.037109375
5.371640625	0.037109375
5.480947266	0.037109375
5.590253906	0.037109375
5.715175781	0.036621094
5.824482422	0.037109375
5.949404297	0.036621094
6.074326172	0.037109375
6.199248047	0.037597656
6.308554688	0.037597656
6.417861328	0.038085937
6.542783203	0.038574219
6.652089844	0.038574219
6.792626953	0.039062500
6.901933594	0.039062500
7.011240234	0.039550781
7.136162109	0.040039062
7.245468750	0.040527344
7.370390625	0.040527344
7.479697266	0.040527344
7.620234375	0.041015625
7.729541016	0.041015625
7.838847656	0.041015625
7.948154297	0.041503906
8.073076172	0.041503906
8.182382813	0.041992187
8.307304688	0.041992187
8.416611328	0.042480469
8.541533203	0.042480469
8.650839844	0.042968750
8.775761719	0.042968750
8.885068359	0.043457031
9.009990234	0.043457031
9.119296875	0.043945312
9.259833984	0.043945312
9.369140625	0.044921875
9.494062500	0.045410156
9.603369141	0.045410156
9.728291016	0.045898437
9.837597656	0.046386719
9.962519531	0.047363281
10.071826172	0.047851562
10.196748047	0.048828125
10.306054687	0.049316406
10.430976562	0.050292969
10.540283203	0.051269531
10.665205078	0.052246094
10.774511719	0.053710937
10.899433594	0.053710937
11.008740234	0.055664062
11.133662109	0.057128906
11.258583984	0.057617187
11.383505859	0.060058594
11.492812500	0.061523437
11.617734375	0.063476562
11.727041016	0.064453125
11.851962891	0.064941406
11.945654297	0.066406250
12.070576172	0.066894531
12.195498047	0.067871094
12.304804687	0.068359375
12.414111328	0.068847656
12.539033203	0.069335937
12.648339844	0.069335937
