# Chart Recorder Data File Thu, Mar 15, 2018 10:32 AM
# CH1 (V)  	CH2 (V)  
-0.437226562	0.133300781
-0.421611328	0.125488281
-0.437226562	0.125976562
-0.312304688	0.117675781
-0.187382812	0.118164062
-0.078076172	0.109863281
0.046845703	0.110839844
0.156152344	0.103027344
0.281074219	0.104003906
0.405996094	0.097167969
0.530917969	0.098632812
0.640224609	0.091308594
0.765146484	0.092773437
0.874453125	0.086914062
0.999375000	0.088378906
1.108681641	0.081542969
1.233603516	0.083007812
1.358525391	0.077148437
1.467832031	0.079589844
1.592753906	0.073242187
1.702060547	0.075195312
1.826982422	0.069335937
1.951904297	0.071777344
2.061210937	0.065917969
2.186132812	0.068359375
2.295439453	0.061035156
2.420361328	0.064453125
2.545283203	0.057617187
2.670205078	0.060058594
2.779511719	0.053710937
2.904433594	0.057128906
3.013740234	0.051757812
3.138662109	0.055175781
3.247968750	0.049316406
3.388505859	0.052734375
3.497812500	0.047851562
3.607119141	0.051269531
3.732041016	0.046386719
3.856962891	0.050292969
3.966269531	0.044921875
4.075576172	0.048828125
4.184882812	0.043945312
4.309804687	0.048339844
4.419111328	0.043945312
4.544033203	0.048339844
4.668955078	0.043945312
4.778261719	0.048339844
4.903183594	0.043945312
5.028105469	0.049316406
5.137412109	0.044921875
5.262333984	0.050292969
5.371640625	0.046875000
5.512177734	0.051757812
5.621484375	0.048828125
5.730791016	0.055175781
5.855712891	0.051757812
5.980634766	0.058105469
6.089941406	0.055664062
6.214863281	0.063476562
6.324169922	0.060546875
6.433476563	0.068359375
6.558398438	0.066894531
6.683320313	0.074218750
6.808242188	0.072753906
6.917548828	0.081054687
7.042470703	0.079589844
7.167392578	0.087402344
7.276699219	0.086425781
7.401621094	0.094726562
7.510927734	0.093750000
7.635849609	0.101562500
7.745156250	0.100097656
7.870078125	0.108398437
7.979384766	0.106445312
8.088691406	0.114257812
8.213613281	0.112792969
8.338535156	0.120117187
8.447841797	0.117675781
8.572763672	0.125488281
8.682070313	0.123046875
8.806992188	0.129882812
8.916298828	0.127441406
9.041220703	0.133300781
9.166142578	0.130371094
9.275449219	0.136230469
9.400371094	0.133300781
9.525292969	0.139648437
9.634599609	0.136718750
9.759521484	0.143066406
9.868828125	0.140136719
9.993750000	0.145996094
10.103056641	0.143554687
10.227978516	0.149902344
10.337285156	0.147460937
10.477822266	0.154785156
10.587128906	0.153320312
10.712050781	0.161132812
10.821357422	0.160156250
10.946279297	0.168945312
11.055585938	0.168457031
11.180507813	0.178222656
11.289814453	0.178710937
11.414736328	0.188964844
11.524042969	0.189453125
11.648964844	0.199218750
11.773886719	0.199707031
11.883193359	0.208984375
11.992500000	0.208007812
12.117421875	0.216308594
12.226728516	0.214355469
