# Polarization of Light 'theta' Data File Tue, Jan 23, 2018 9:43 AM
# Sensor Position (Radians)	Light Intensity (Volts)
0.06981	3.84831
0.06981	3.84284
0.06981	3.85137
0.07854	3.84396
0.08727	3.83381
0.08727	3.83542
0.08727	3.83591
0.08727	3.83800
0.08727	3.82995
0.08727	3.82914
0.08727	3.82995
0.08727	3.83559
0.08727	3.83269
0.08727	3.83671
0.08727	3.83526
0.08727	3.83704
0.08727	3.83430
0.08727	3.83655
0.08727	3.83784
0.08727	3.83849
0.08727	3.83865
0.08727	3.83365
0.08727	3.83446
0.08727	3.83365
0.08727	3.83542
0.08727	3.83526
0.08727	3.83526
0.08727	3.83462
0.08727	3.83784
0.08727	3.83800
0.08727	3.84042
0.08727	3.83977
0.08727	3.83623
0.08727	3.83720
0.08727	3.83752
0.08727	3.83526
0.08727	3.84090
0.08727	3.84251
0.08727	3.84042
0.08727	3.83381
0.08727	3.83269
0.08727	3.83285
0.08727	3.83478
0.10036	3.82366
0.11345	3.81093
0.11781	3.80256
0.11781	3.80385
0.11781	3.80497
0.11781	3.80191
0.11781	3.80932
0.11781	3.80723
0.11781	3.80755
0.11781	3.80723
0.11781	3.80965
0.11781	3.81238
0.11781	3.80723
0.11781	3.81029
0.11781	3.81029
0.11781	3.80755
0.11781	3.80626
0.11781	3.81255
0.11781	3.80401
0.11781	3.80449
0.11781	3.80578
0.11781	3.80207
0.11781	3.80256
0.11781	3.80626
0.11781	3.80948
0.11781	3.80900
0.11781	3.80852
0.11781	3.80014
0.11781	3.80513
0.11781	3.80546
0.11781	3.80707
0.13090	3.80256
0.14399	3.78661
0.14835	3.78242
0.14835	3.77758
0.14835	3.77468
0.14835	3.77436
0.14835	3.77646
0.14835	3.77436
0.14835	3.77388
0.14835	3.78290
0.14835	3.77807
0.14835	3.78065
0.14835	3.77968
0.14835	3.78290
0.14835	3.78210
0.14835	3.78290
0.14835	3.78000
0.14835	3.78065
0.14835	3.77839
0.14835	3.78177
0.14835	3.77839
0.14835	3.77903
0.14835	3.77726
0.14835	3.78306
0.14835	3.78290
0.14835	3.77565
0.14835	3.77259
0.14835	3.77275
0.14835	3.77855
0.14835	3.78242
0.16144	3.76083
0.17453	3.74423
0.17453	3.74520
0.17453	3.74520
0.17453	3.74472
0.17453	3.74504
0.17453	3.74343
0.17453	3.74504
0.17453	3.74762
0.17453	3.74939
0.17453	3.74826
0.17453	3.74456
0.17453	3.74681
0.17453	3.74456
0.17453	3.74504
0.17453	3.74681
0.17453	3.74584
0.17453	3.74762
0.17453	3.74391
0.17453	3.74665
0.17453	3.74858
0.17453	3.74778
0.17453	3.74987
0.17453	3.74939
0.17453	3.74794
0.17453	3.74987
0.17453	3.75197
0.17453	3.74762
0.17453	3.74359
0.18326	3.73183
0.18762	3.72780
0.18762	3.72909
0.18762	3.72619
0.18762	3.72667
0.18762	3.72957
0.18762	3.72651
0.18762	3.72393
0.18762	3.72135
0.18762	3.72860
0.18762	3.72957
0.18762	3.72893
0.18762	3.72844
0.18762	3.72748
0.18762	3.72361
0.18762	3.72280
0.18762	3.72538
0.18762	3.72393
0.18762	3.72812
0.18762	3.72748
0.18762	3.72957
0.18762	3.72635
0.18762	3.72764
0.18762	3.73086
0.18762	3.73005
0.18762	3.72603
0.18762	3.72425
0.18762	3.72764
0.18762	3.72651
0.18762	3.72699
0.18762	3.73022
0.18762	3.72619
0.18762	3.72603
0.18762	3.72570
0.18762	3.72393
0.18762	3.72425
0.18762	3.72538
0.18762	3.72619
0.18762	3.72732
0.18762	3.72877
0.18762	3.72828
0.18762	3.72667
0.18762	3.72152
0.18762	3.72909
0.18762	3.72635
0.18762	3.72538
0.18762	3.72603
0.20071	3.70299
0.20071	3.69880
0.20071	3.69944
0.20071	3.70122
0.20071	3.70202
0.20071	3.70412
0.20071	3.70041
0.20071	3.70460
0.20071	3.70750
0.20071	3.70782
0.20071	3.70653
0.20071	3.70589
0.20071	3.70734
0.20071	3.70476
0.20071	3.70557
0.20071	3.70734
0.20071	3.70138
0.20071	3.70315
0.20071	3.70202
0.20071	3.70041
0.20071	3.70105
0.20071	3.69977
0.20071	3.70363
0.20071	3.70234
0.20071	3.70524
0.20071	3.69864
0.20071	3.70234
0.20071	3.70315
0.20071	3.70154
0.20071	3.70395
0.20071	3.70363
0.20071	3.70154
0.20071	3.69944
0.20071	3.69928
0.20071	3.70041
0.20071	3.70057
0.20071	3.70218
0.20071	3.69751
0.21380	3.69106
0.21817	3.67028
0.22253	3.66883
0.22253	3.66561
0.22253	3.66738
0.22253	3.66883
0.22253	3.66819
0.22253	3.67044
0.22253	3.67238
0.22253	3.67125
0.22253	3.67157
0.22253	3.67189
0.22253	3.67205
0.22253	3.67431
0.22253	3.67350
0.22253	3.67334
0.22253	3.67254
0.22253	3.67189
0.22253	3.67334
0.22253	3.66915
0.22253	3.66786
0.22253	3.66625
0.22253	3.66609
0.22253	3.67189
0.22253	3.66706
0.22253	3.66641
0.22253	3.66996
0.22253	3.67093
0.22253	3.67060
0.22253	3.66931
0.22253	3.66593
0.22253	3.66609
0.22253	3.66738
0.22253	3.66996
0.22253	3.66964
0.22253	3.66658
0.22253	3.66770
0.22253	3.67173
0.23998	3.64209
0.24435	3.63467
0.24435	3.63403
0.24435	3.63161
0.24435	3.63000
0.24435	3.62791
0.24435	3.63226
0.24435	3.63258
0.24435	3.63451
0.24435	3.63645
0.24435	3.63387
0.24435	3.63306
0.24435	3.63822
0.24435	3.63757
0.24435	3.63951
0.24435	3.63838
0.24435	3.63629
0.24435	3.63194
0.24435	3.63709
0.24435	3.63580
0.24435	3.63371
0.24435	3.63242
0.24435	3.63516
0.24435	3.62968
0.24435	3.63532
0.24435	3.63532
0.24435	3.63339
0.24435	3.63564
0.24435	3.62533
0.24435	3.62871
0.24435	3.62968
0.24435	3.63032
0.24435	3.62839
0.25307	3.61566
0.26180	3.58988
0.27053	3.57136
0.27053	3.57861
0.27053	3.57683
0.27053	3.57716
0.27053	3.58167
0.27053	3.58441
0.27053	3.57990
0.27053	3.58022
0.27053	3.58328
0.27053	3.58038
0.27053	3.58618
0.27053	3.58425
0.27053	3.58441
0.27053	3.58263
0.27053	3.58135
0.27053	3.57893
0.27053	3.58376
0.27053	3.57780
0.27053	3.57764
0.27053	3.57909
0.27053	3.58022
0.27053	3.58280
0.27053	3.57828
0.27053	3.57990
0.27053	3.57990
0.27053	3.58054
0.27053	3.58038
0.27053	3.57780
0.27053	3.58151
0.27053	3.57973
0.27053	3.58038
0.27053	3.58006
0.27053	3.58022
0.27053	3.58038
0.27053	3.57184
0.27053	3.57232
0.27053	3.56781
0.27053	3.56878
0.27053	3.57168
0.28798	3.53446
0.29234	3.51642
0.29234	3.52125
0.29234	3.52624
0.29234	3.52093
0.29234	3.52641
0.29234	3.52351
0.29234	3.53059
0.29234	3.53156
0.29234	3.53253
0.29234	3.53172
0.29234	3.53140
0.29234	3.52882
0.29234	3.53140
0.29234	3.53140
0.29234	3.52834
0.29234	3.52882
0.29234	3.52769
0.29234	3.52769
0.29234	3.52850
0.29234	3.52834
0.29234	3.52786
0.29234	3.53011
0.29234	3.52673
0.29234	3.53027
0.29234	3.53237
0.29234	3.53253
0.29234	3.52979
0.29234	3.53333
0.29234	3.53333
0.29234	3.53349
0.29234	3.53059
0.29234	3.52737
0.29234	3.52850
0.29234	3.52850
0.29234	3.52753
0.29234	3.52979
0.29234	3.52463
0.29234	3.52415
0.29234	3.52367
0.29234	3.52802
0.29234	3.52592
0.29234	3.52367
0.29234	3.52222
0.30980	3.48999
0.31852	3.47227
0.31852	3.47324
0.31852	3.47759
0.31852	3.47340
0.31852	3.47163
0.31852	3.47147
0.31852	3.47404
0.31852	3.47759
0.31852	3.47791
0.31852	3.47807
0.31852	3.47646
0.31852	3.47598
0.31852	3.47598
0.31852	3.47130
0.31852	3.47324
0.31852	3.47791
0.31852	3.48049
0.31852	3.47243
0.31852	3.47936
0.31852	3.47759
0.31852	3.47791
0.31852	3.47565
0.31852	3.47404
0.31852	3.47598
0.31852	3.48081
0.31852	3.47952
0.31852	3.48452
0.31852	3.47936
0.31852	3.47775
0.31852	3.47710
0.31852	3.47453
0.31852	3.47920
0.31852	3.47533
0.31852	3.47050
0.31852	3.47437
0.31852	3.47034
0.31852	3.47437
0.31852	3.47662
0.31852	3.47501
0.31852	3.47292
0.31852	3.48000
0.31852	3.47855
0.31852	3.47694
0.31852	3.47404
0.33598	3.42684
0.34470	3.39929
0.34470	3.40380
0.34470	3.40074
0.34470	3.39832
0.34470	3.40186
0.34470	3.40299
0.34470	3.40186
0.34470	3.40621
0.34470	3.40944
0.34470	3.40911
0.34470	3.40509
0.34470	3.40847
0.34470	3.40331
0.34470	3.40090
0.34470	3.40509
0.34470	3.40186
0.34470	3.40009
0.34470	3.40315
0.34470	3.40557
0.34470	3.40895
0.34470	3.40782
0.34470	3.40976
0.34470	3.40847
0.34470	3.40799
0.34470	3.41137
0.34470	3.40605
0.34470	3.40992
0.34470	3.40573
0.34470	3.41121
0.34470	3.41443
0.34470	3.40847
0.34470	3.40992
0.34470	3.40541
0.34470	3.40041
0.34470	3.40251
0.34470	3.40557
0.34470	3.40347
0.34470	3.40895
0.34470	3.40412
0.34470	3.41314
0.34470	3.41056
0.34470	3.41040
0.34470	3.40541
0.34470	3.41459
0.34470	3.41298
0.34470	3.40654
0.34470	3.40944
0.34470	3.40702
0.36216	3.37480
0.37088	3.33903
0.37525	3.33645
0.37525	3.33371
0.37525	3.33323
0.37525	3.32630
0.37525	3.32985
0.37525	3.33001
0.37525	3.33001
0.37525	3.32840
0.37525	3.33258
0.37525	3.33146
0.37525	3.32920
0.37525	3.33226
0.37525	3.33194
0.37525	3.33146
0.37525	3.33355
0.37525	3.33226
0.37525	3.33436
0.37525	3.33210
0.37525	3.33323
0.37525	3.33307
0.37525	3.32936
0.37525	3.32695
0.37525	3.33017
0.37525	3.33307
0.37525	3.33113
0.37525	3.33226
0.37525	3.32968
0.37525	3.33001
0.37525	3.33291
0.37525	3.32952
0.37525	3.33387
0.37525	3.33113
0.37525	3.33275
0.37525	3.33484
0.37525	3.33339
0.37525	3.33226
0.37525	3.33194
0.37525	3.33210
0.37525	3.33581
0.37525	3.32872
0.37525	3.32582
0.37525	3.32888
0.37525	3.33436
0.37525	3.32807
0.37525	3.32856
0.37525	3.32968
0.37525	3.32823
0.37525	3.32727
0.37525	3.33468
0.37525	3.33516
0.37525	3.33323
0.37525	3.33307
0.37525	3.33242
0.37525	3.34000
0.37525	3.33049
0.37525	3.33113
0.37525	3.32840
0.37525	3.32695
0.37525	3.32082
0.37525	3.32308
0.37525	3.31889
0.37525	3.32533
0.37525	3.32469
0.37525	3.31776
0.37525	3.32098
0.38834	3.29182
0.41015	3.20836
0.41888	3.18484
0.41888	3.18516
0.41888	3.18823
0.41888	3.18307
0.41888	3.18549
0.41888	3.18339
0.41888	3.18533
0.41888	3.19096
0.41888	3.19193
0.41888	3.19064
0.41888	3.18887
0.41888	3.19080
0.41888	3.19080
0.41888	3.19129
0.41888	3.19096
0.41888	3.19193
0.41888	3.19096
0.41888	3.18613
0.41888	3.18678
0.41888	3.18226
0.41888	3.18516
0.41888	3.18388
0.41888	3.18968
0.41888	3.18903
0.41888	3.19241
0.41888	3.19676
0.41888	3.20273
0.41888	3.20079
0.41888	3.19805
0.41888	3.19950
0.41888	3.19515
0.41888	3.19386
0.41888	3.19757
0.41888	3.19290
0.41888	3.19596
0.41888	3.19000
0.41888	3.18855
0.41888	3.18629
0.41888	3.18516
0.41888	3.18388
0.41888	3.18065
0.41888	3.18162
0.41888	3.18307
0.41888	3.18468
0.44070	3.12765
0.44942	3.09107
0.44942	3.08640
0.44942	3.09542
0.44942	3.09720
0.44942	3.09816
0.44942	3.09687
0.44942	3.09526
0.44942	3.09333
0.44942	3.09865
0.44942	3.09558
0.44942	3.10251
0.44942	3.10010
0.44942	3.10074
0.44942	3.09816
0.44942	3.09446
0.44942	3.09462
0.44942	3.09268
0.44942	3.09639
0.44942	3.09365
0.44942	3.09365
0.44942	3.09091
0.44942	3.09526
0.44942	3.08866
0.44942	3.08850
0.44942	3.09172
0.44942	3.09575
0.44942	3.09623
0.44942	3.09349
0.44942	3.09365
0.44942	3.08721
0.44942	3.09123
0.44942	3.08914
0.44942	3.09558
0.44942	3.09123
0.44942	3.09075
0.44942	3.08624
0.44942	3.08334
0.44942	3.08463
0.44942	3.08028
0.44942	3.08431
0.44942	3.08672
0.44942	3.08382
0.44942	3.08270
0.44942	3.08270
0.44942	3.08495
0.44942	3.08560
0.44942	3.08447
0.44942	3.07158
0.44942	3.06868
0.44942	3.07625
0.44942	3.08382
0.44942	3.08286
0.44942	3.07931
0.47997	3.00294
0.48433	2.97684
0.48433	2.97410
0.48433	2.97862
0.48433	2.98329
0.48433	2.98168
0.48433	2.97990
0.48433	2.98103
0.48433	2.98748
0.48433	2.98651
0.48433	2.98297
0.48433	2.98442
0.48433	2.98458
0.48433	2.98071
0.48433	2.98248
0.48433	2.97894
0.48433	2.98135
0.48433	2.98458
0.48433	2.98393
0.48433	2.98087
0.48433	2.98184
0.48433	2.97958
0.48433	2.98313
0.48433	2.98232
0.48433	2.98329
0.48433	2.98522
0.48433	2.98055
0.48433	2.98216
0.48433	2.98248
0.48433	2.98361
0.48433	2.97829
0.48433	2.98490
0.48433	2.98667
0.48433	2.98490
0.48433	2.98538
0.48433	2.98425
0.48433	2.98538
0.48433	2.98297
0.48433	2.98570
0.48433	2.98313
0.48433	2.97233
0.48433	2.97926
0.48433	2.97910
0.48433	2.97813
0.48433	2.97588
0.48433	2.97555
0.48433	2.97958
0.48433	2.97588
0.48433	2.97394
0.48433	2.97185
0.48433	2.97104
0.48433	2.96943
0.51051	2.89242
0.51924	2.86632
0.51924	2.86004
0.51924	2.86439
0.51924	2.86423
0.51924	2.86600
0.51924	2.86858
0.51924	2.87019
0.51924	2.87051
0.51924	2.87518
0.51924	2.87293
0.51924	2.87728
0.51924	2.86503
0.51924	2.87228
0.51924	2.87067
0.51924	2.87357
0.51924	2.87663
0.51924	2.87695
0.51924	2.87454
0.51924	2.87953
0.51924	2.87679
0.51924	2.87711
0.51924	2.87776
0.51924	2.87357
0.51924	2.87196
0.51924	2.87164
0.51924	2.86584
0.51924	2.87180
0.51924	2.87115
0.51924	2.87019
0.51924	2.87051
0.51924	2.87244
0.51924	2.86584
0.51924	2.86680
0.51924	2.86600
0.51924	2.86874
0.51924	2.86455
0.51924	2.87051
0.51924	2.86519
0.51924	2.86535
0.51924	2.86229
0.51924	2.85569
0.54105	2.78995
0.54542	2.76095
0.54542	2.76047
0.54542	2.76160
0.54542	2.76933
0.54542	2.77287
0.54542	2.77867
0.54542	2.77755
0.54542	2.78737
0.54542	2.78915
0.54542	2.78544
0.54542	2.78415
0.54542	2.78915
0.54542	2.78866
0.54542	2.78705
0.54542	2.78866
0.54542	2.78560
0.54542	2.78866
0.54542	2.78818
0.54542	2.78592
0.54542	2.78077
0.54542	2.78560
0.54542	2.78641
0.54542	2.79317
0.54542	2.78608
0.54542	2.78173
0.54542	2.78399
0.54542	2.77561
0.54542	2.77690
0.54542	2.77432
0.54542	2.77674
0.54542	2.77626
0.54542	2.76997
0.54542	2.77158
0.54542	2.76772
0.54542	2.77046
0.54542	2.76466
0.54542	2.76272
0.55851	2.72937
0.56723	2.70843
0.56723	2.69651
0.56723	2.69651
0.56723	2.70214
0.56723	2.70053
0.56723	2.70682
0.56723	2.70730
0.56723	2.70778
0.56723	2.70891
0.56723	2.70972
0.56723	2.71681
0.56723	2.71084
0.56723	2.70811
0.56723	2.70730
0.56723	2.70359
0.56723	2.70601
0.56723	2.70327
0.56723	2.70633
0.56723	2.70553
0.56723	2.70649
0.56723	2.70456
0.56723	2.70263
0.56723	2.70730
0.56723	2.70456
0.56723	2.70488
0.56723	2.70778
0.56723	2.70231
0.56723	2.70504
0.56723	2.70585
0.56723	2.70601
0.56723	2.70633
0.56723	2.70456
0.56723	2.70005
0.56723	2.69876
0.56723	2.69844
0.56723	2.69747
0.56723	2.69844
0.56723	2.70134
0.56723	2.69844
0.56723	2.69747
0.56723	2.68668
0.58905	2.62545
0.59341	2.61595
0.59341	2.61128
0.59341	2.61273
0.59341	2.61144
0.59341	2.60274
0.59341	2.60644
0.59341	2.60725
0.59341	2.60677
0.59341	2.60370
0.59341	2.60515
0.59341	2.60886
0.59341	2.60725
0.59341	2.60741
0.59341	2.61208
0.59341	2.60805
0.59341	2.61273
0.59341	2.61305
0.59341	2.61273
0.59341	2.61498
0.59341	2.61901
0.59341	2.61708
0.59341	2.61756
0.59341	2.61530
0.59341	2.61369
0.59341	2.61965
0.59341	2.62062
0.59341	2.61708
0.59341	2.61788
0.59341	2.62078
0.59341	2.62014
0.59341	2.61804
0.59341	2.61627
0.59341	2.61289
0.59341	2.61031
0.59341	2.60644
0.59341	2.60370
0.60214	2.57841
0.61959	2.51574
0.62832	2.47836
0.63705	2.44646
0.64577	2.41746
0.64577	2.40908
0.64577	2.41021
0.64577	2.41440
0.64577	2.41762
0.64577	2.41472
0.64577	2.41585
0.64577	2.42261
0.64577	2.42294
0.64577	2.42584
0.64577	2.42390
0.64577	2.42761
0.64577	2.42793
0.64577	2.42696
0.64577	2.42616
0.64577	2.42664
0.64577	2.42535
0.64577	2.42213
0.64577	2.42584
0.64577	2.41955
0.64577	2.42374
0.64577	2.42358
0.64577	2.42487
0.64577	2.41939
0.64577	2.41697
0.64577	2.42342
0.64577	2.42406
0.64577	2.42471
0.64577	2.42358
0.64577	2.42068
0.64577	2.42519
0.64577	2.42197
0.64577	2.42052
0.64577	2.41794
0.64577	2.41649
0.64577	2.42068
0.64577	2.41375
0.64577	2.41359
0.64577	2.41488
0.64577	2.41375
0.64577	2.41617
0.64577	2.41198
0.64577	2.40715
0.64577	2.40682
0.64577	2.40537
0.64577	2.41133
0.64577	2.40795
0.64577	2.40376
0.64577	2.40553
0.64577	2.40199
0.64577	2.41133
0.64577	2.41037
0.64577	2.41053
0.64577	2.41117
0.64577	2.40956
0.64577	2.41053
0.64577	2.40698
0.64577	2.40280
0.64577	2.40827
0.64577	2.40489
0.64577	2.40280
0.66323	2.34931
0.66759	2.32739
0.66759	2.32433
0.66759	2.32337
0.66759	2.32401
0.66759	2.32691
0.66759	2.33207
0.66759	2.33465
0.66759	2.33916
0.66759	2.33529
0.66759	2.33062
0.66759	2.32917
0.66759	2.33626
0.66759	2.33126
0.66759	2.33593
0.66759	2.33674
0.66759	2.34173
0.66759	2.34190
0.66759	2.34157
0.66759	2.34125
0.66759	2.33964
0.66759	2.34335
0.66759	2.34028
0.66759	2.33706
0.66759	2.33610
0.66759	2.33755
0.66759	2.33803
0.66759	2.33658
0.66759	2.33980
0.66759	2.33577
0.66759	2.34012
0.66759	2.33529
0.66759	2.33448
0.66759	2.33352
0.66759	2.32659
0.66759	2.32643
0.66759	2.32933
0.66759	2.32546
0.68068	2.27826
0.69813	2.21687
0.71122	2.17273
0.71122	2.17112
0.71122	2.17563
0.71122	2.17740
0.71122	2.17756
0.71122	2.17965
0.71122	2.17982
0.71122	2.17514
0.71122	2.17933
0.71122	2.17627
0.71122	2.18110
0.71122	2.17820
0.71122	2.17901
0.71122	2.17933
0.71122	2.17772
0.71122	2.17611
0.71122	2.17675
0.71122	2.17611
0.71122	2.17659
0.71122	2.17772
0.71122	2.17949
0.71122	2.17772
0.71122	2.17708
0.71122	2.17627
0.71122	2.17659
0.71122	2.17579
0.71122	2.17901
0.71122	2.18078
0.71122	2.17692
0.71122	2.17402
0.71122	2.17321
0.71122	2.16950
0.71122	2.16564
0.71122	2.16451
0.71122	2.16370
0.71122	2.16499
0.71122	2.16338
0.71122	2.16322
0.71122	2.16080
0.71122	2.16097
0.71122	2.16628
0.71122	2.16580
0.71122	2.16451
0.72431	2.14389
0.73304	2.08589
0.73740	2.06720
0.73740	2.06816
0.73740	2.06720
0.73740	2.07139
0.73740	2.07219
0.73740	2.07074
0.73740	2.07139
0.73740	2.07686
0.73740	2.07848
0.73740	2.08121
0.73740	2.07864
0.73740	2.07848
0.73740	2.07541
0.73740	2.07429
0.73740	2.07799
0.73740	2.07993
0.73740	2.08331
0.73740	2.08170
0.73740	2.08250
0.73740	2.07880
0.73740	2.07880
0.73740	2.08009
0.73740	2.07638
0.73740	2.07848
0.73740	2.07493
0.73740	2.07590
0.73740	2.07622
0.73740	2.07461
0.73740	2.07106
0.73740	2.07606
0.73740	2.06784
0.73740	2.06865
0.73740	2.06929
0.73740	2.06671
0.73740	2.06865
0.73740	2.06913
0.73740	2.06849
0.73740	2.06011
0.73740	2.06381
0.73740	2.06140
0.73740	2.06236
0.75485	2.00162
0.75922	1.99260
0.75922	1.98970
0.75922	1.99470
0.75922	1.99727
0.75922	1.99115
0.75922	1.99550
0.75922	2.00082
0.75922	2.00614
0.75922	1.99840
0.75922	1.99921
0.75922	2.00356
0.75922	2.00146
0.75922	2.00259
0.75922	2.00179
0.75922	2.00340
0.75922	2.00130
0.75922	2.00469
0.75922	2.00324
0.75922	2.00356
0.75922	2.00452
0.75922	2.00082
0.75922	1.99953
0.75922	2.00324
0.75922	2.00597
0.75922	1.99953
0.75922	1.99985
0.75922	2.00114
0.75922	1.99856
0.75922	1.99679
0.75922	1.99985
0.75922	1.99969
0.75922	1.99566
0.75922	1.99856
0.75922	1.99695
0.75922	1.99470
0.75922	1.99115
